ra,nome_exibicao,ano_referencia,origem_aba,fase,turma,ciclo_programa,pedra_atual,genero,idade,ano_nasc,ano_ingresso,anos_no_programa,instituicao,fase_ideal_num,inde_22,inde_23,inde_24,inde_atual,inde_anterior,delta_inde,cg,cf,ct,n_av,iaa,ieg,ips,ipp,ida,ipv,ian,categoria_ian,risco_atual,mat,por,ing,media_academica,media_comportamental,defasagem
RA-714,Aluno-714,2024,PEDE2024,2H,2H,Quartzo,Quartzo,Masculino,13.0,,2021,3.0,Pública,3.0,6.953207128205129,6.078666667,5.4653662008,5.4653662008,6.078666667,-0.6133004662000001,,,,4.0,0.0,6.873706004,6.255,7.65625,4.0,6.9975,5.0,Defasagem moderada,1.0,8.0,0.0,,4.0,5.196239001,-1
RA-715,Aluno-715,2024,PEDE2024,2I,2I,Quartzo,Quartzo,Feminino,11.0,,2022,2.0,Pública,2.0,6.655769897435897,5.8915,5.3098253133,5.3098253133,5.8915,-0.5816746866999996,,,,3.0,9.002,5.250626566499999,3.755,5.0,2.75,4.67,10.0,Adequado,0.0,2.0,3.5,,2.75,5.751906641625,0
RA-716,Aluno-716,2024,PEDE2024,1J,1J,Agata,Agata,Masculino,11.0,,2022,2.0,Pública,2.0,6.524519230769231,6.813366667,6.2372943675000005,6.2372943675000005,6.813366667,-0.5760722994999998,,,,4.0,9.002,5.5335968375,7.51,6.71875,5.75,5.7875,5.0,Defasagem moderada,1.0,5.5,6.0,,5.75,7.191086709375,-1
RA-718,Aluno-718,2024,PEDE2024,2I,2I,Topazio,Topazio,Feminino,10.0,,2022,2.0,Pública,1.0,8.09268585185185,8.166866667,8.705811111100001,8.705811111100001,8.166866667,0.5389444441000002,,,,3.0,10.002,9.5138888885,5.635,7.5,9.5,7.946666667,10.0,Adequado,0.0,9.0,10.0,,9.5,8.162722222125,1
RA-719,Aluno-719,2024,PEDE2024,1J,1J,Ametista,Ametista,Masculino,12.0,,2021,3.0,Pública,2.0,5.552244923076923,6.4137,7.1193969697,7.1193969697,6.4137,0.7056969697,,,,4.0,10.002,7.3484848485,7.51,7.5,6.5,6.7425,5.0,Defasagem moderada,1.0,5.0,8.0,,6.5,8.090121212125,-1
RA-721,Aluno-721,2024,PEDE2024,2G,2G,Topazio,Topazio,Feminino,10.0,,2021,3.0,Pública,2.0,7.9732750774410786,8.683366667,8.8986026915,8.8986026915,8.683366667,0.21523602450000112,,,,4.0,9.002,9.5445134575,8.135,8.75,8.25,8.755,10.0,Adequado,0.0,9.0,7.5,,8.25,8.857878364375,0
RA-725,Aluno-725,2024,PEDE2024,Alfa,ALFA G - G2/G3,Ametista,Ametista,Masculino,10.0,,2022,2.0,Pública,1.0,6.330304030303031,8.117366667,7.0900771929,7.0900771929,8.117366667,-1.0272894741000007,,,,3.0,7.502,7.6710526315,7.51,7.5,7.25,6.773333333,5.0,Defasagem moderada,1.0,7.0,7.5,,7.25,7.545763157874999,-1
RA-727,Aluno-727,2024,PEDE2024,1G,1G,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,1.0,7.736100484848485,7.6802,8.447003030300001,8.447003030300001,7.6802,0.7668030303000011,,,,3.0,10.002,8.4848484845,6.26,8.125,8.5,8.056666667,10.0,Adequado,0.0,10.0,7.0,,8.5,8.217962121125,0
RA-729,Aluno-729,2024,PEDE2024,Alfa,ALFA J - G2/G3,Agata,Agata,Feminino,10.0,,2022,2.0,Pública,1.0,8.154543650793652,7.26545,6.684533333300001,6.684533333300001,7.26545,-0.5809166666999994,,,,2.0,8.002,8.4166666665,2.51,7.5,6.0,7.5,5.0,Defasagem moderada,1.0,6.0,6.0,,6.0,6.607166666625,-1
RA-730,Aluno-730,2024,PEDE2024,2I,2I,Topazio,Topazio,Feminino,11.0,,2021,3.0,Pública,2.0,7.901663220043574,7.979325,8.469255555700002,8.469255555700002,7.979325,0.48993055570000177,,,,3.0,8.002,7.152777778,6.885,9.166666667,9.5,8.666666667,10.0,Adequado,0.0,10.0,9.0,,9.5,7.801611111250001,0
RA-731,Aluno-731,2024,PEDE2024,2G,2G,Quartzo,Quartzo,Feminino,12.0,,2021,3.0,Pública,3.0,7.151334755991286,6.7742,4.7704873377000006,4.7704873377000006,6.7742,-2.0037126623,,,,4.0,9.502,4.188311688500001,4.375,5.78125,2.5,4.835,5.0,Defasagem moderada,1.0,0.0,5.0,,2.5,5.961640422125001,-1
RA-733,Aluno-733,2024,PEDE2024,1J,1J,Topazio,Topazio,Feminino,10.0,,2022,2.0,Pública,2.0,6.683821329434698,8.3342,8.808825,8.808825,8.3342,0.4746250000000014,,,,4.0,10.002,10.0,7.51,8.90625,9.25,9.085,5.0,Defasagem moderada,1.0,9.0,9.5,,9.25,9.1045625,-1
RA-735,Aluno-735,2024,PEDE2024,2H,2H,Ametista,Ametista,Feminino,12.0,,2021,3.0,Pública,3.0,7.484878876543211,7.184,7.7888467391,7.7888467391,7.184,0.6048467391000001,,,,4.0,8.002,9.7826086955,6.255,7.65625,8.0,7.705,5.0,Defasagem moderada,1.0,8.0,8.0,,8.0,7.923964673875,-1
RA-737,Aluno-737,2024,PEDE2024,2H,2H,Topazio,Topazio,Feminino,11.0,,2022,2.0,Pública,2.0,8.057507539961014,8.048033333,8.4695488613,8.4695488613,8.048033333,0.4215155283000005,,,,4.0,8.502,8.6542443065,6.885,7.5,9.25,8.0,10.0,Adequado,0.0,9.0,9.5,,9.25,7.885311076624999,0
RA-738,Aluno-738,2024,PEDE2024,1H,1H,Ametista,Ametista,Feminino,10.0,,2022,2.0,Pública,2.0,7.22724271539961,8.123283333,7.2626980238,7.2626980238,8.123283333,-0.8605853092000002,,,,3.0,10.002,7.292490119,6.885,6.875,7.25,7.39,5.0,Defasagem moderada,1.0,7.5,7.0,,7.25,7.76362252975,-1
RA-740,Aluno-740,2024,PEDE2024,1H,1H,Topazio,Topazio,Feminino,11.0,,2022,2.0,Privada,2.0,7.217943583732057,7.2845,8.1611005269,8.1611005269,7.2845,0.8766005268999999,,,,3.0,9.002,9.555335968,7.51,8.541666667,8.0,8.223333333,5.0,Defasagem moderada,1.0,8.0,8.0,,8.0,8.65225065875,-1
RA-741,Aluno-741,2024,PEDE2024,1H,1H,Quartzo,Quartzo,Feminino,12.0,,2022,2.0,Pública,2.0,6.895951771280052,6.2707,5.0795885374,5.0795885374,6.2707,-1.1911114625999994,,,,3.0,8.418,5.2964426875,5.005,5.833333333,3.75,4.223333333,5.0,Defasagem moderada,1.0,3.5,4.0,,3.75,6.1381940051249995,-1
RA-743,Aluno-743,2024,PEDE2024,1C,1C,Ametista,Ametista,Feminino,11.0,,2022,2.0,Pública,2.0,6.671589693957115,6.659,7.655745454500001,7.655745454500001,6.659,0.996745454500001,,,,2.0,9.002,9.2727272725,7.51,7.5,7.0,7.5,5.0,Defasagem moderada,1.0,6.5,7.5,,7.0,8.321181818125,-1
RA-745,Aluno-745,2024,PEDE2024,2I,2I,Topazio,Topazio,Masculino,11.0,,2021,3.0,Privada - Programa de Apadrinhamento,2.0,7.382144857142857,7.668366667,8.6102,8.6102,7.668366667,0.9418333330000008,,,,3.0,9.002,10.0,6.26,7.5,8.5,8.17,10.0,Adequado,0.0,8.0,9.0,,8.5,8.1905,0
RA-746,Aluno-746,2024,PEDE2024,2I,2I,Ametista,Ametista,Masculino,10.0,,2022,2.0,Pública,2.0,7.655751153996102,6.517166667,7.903311111100001,7.903311111100001,6.517166667,1.386144444100001,,,,3.0,8.502,7.4305555555,7.51,7.5,8.0,7.33,10.0,Adequado,0.0,8.0,8.0,,8.0,7.735638888875,0
RA-747,Aluno-747,2024,PEDE2024,1K,1K,Quartzo,Quartzo,Feminino,12.0,,2022,2.0,Pública,3.0,7.675509353106849,6.026366667,5.8450809523,5.8450809523,6.026366667,-0.18128571469999955,,,,2.0,10.002,8.095238095,5.005,7.083333333,2.25,5.335,5.0,Defasagem moderada,1.0,4.5,0.0,,2.25,7.546392857,-2
RA-748,Aluno-748,2024,PEDE2024,1K,1K,Topazio,Topazio,Masculino,11.0,,2021,3.0,Pública,2.0,8.083535682039548,8.7142,8.2272,8.2272,8.7142,-0.4870000000000001,,,,2.0,9.502,10.0,7.51,8.75,7.75,8.005,5.0,Defasagem moderada,1.0,7.5,8.0,,7.75,8.9405,-1
RA-749,Aluno-749,2024,PEDE2024,Alfa,ALFA O - G2/G3,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,2.0,7.484211146117041,7.7597,8.3373184211,8.3373184211,7.7597,0.5776184211000013,,,,2.0,9.502,9.7368421055,8.13,8.4375,8.75,7.665,5.0,Defasagem moderada,1.0,10.0,7.5,,8.75,8.951585526375,-2
RA-750,Aluno-750,2024,PEDE2024,1B,1B,Quartzo,Quartzo,Masculino,12.0,,2021,3.0,Pública,3.0,6.344244591269144,5.6857,4.542230369,4.542230369,5.6857,-1.1434696309999994,,,,3.0,6.249,5.938735178,4.38,4.0625,3.75,3.176666667,5.0,Defasagem moderada,1.0,0.5,7.0,,3.75,5.1575587945,-2
RA-752,Aluno-752,2024,PEDE2024,2U,2U,Agata,Agata,Feminino,12.0,,2022,2.0,Pública,3.0,8.196890131054133,8.073825,6.57279265,6.57279265,8.073825,-1.5010323499999991,,,,3.0,9.502,7.525879916999999,7.51,5.9375,5.75,5.613333333,5.0,Defasagem moderada,1.0,7.0,4.5,,5.75,7.6188449792499995,-1
RA-753,Aluno-753,2024,PEDE2024,1K,1K,Topazio,Topazio,Feminino,10.0,,2022,2.0,Pública,2.0,8.480834141954665,8.6672,8.2450571429,8.2450571429,8.6672,-0.422142857099999,,,,2.0,10.002,9.047619048,7.51,8.333333333,8.5,8.255,5.0,Defasagem moderada,1.0,9.0,8.0,,8.5,8.72323809525,-1
RA-754,Aluno-754,2024,PEDE2024,Alfa,ALFA L - G2/G3,Quartzo,Quartzo,Masculino,11.0,,2022,2.0,Pública,2.0,6.602085000000001,6.0537,5.6127,5.6127,6.0537,-0.44099999999999984,,,,2.0,8.502,6.25,5.625,2.5,6.25,4.75,5.0,Defasagem moderada,1.0,6.0,6.5,,6.25,5.719250000000001,-2
RA-755,Aluno-755,2024,PEDE2024,1M,1M,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,2.0,8.565661700730832,8.7442,8.925450000000001,8.925450000000001,8.7442,0.18125000000000213,,,,2.0,10.002,10.0,7.51,9.0625,9.75,9.09,5.0,Defasagem moderada,1.0,10.0,9.5,,9.75,9.143625,-1
RA-756,Aluno-756,2024,PEDE2024,Alfa,ALFA L - G2/G3,Ametista,Ametista,Masculino,11.0,,2022,2.0,Pública,2.0,6.9760288087452,7.0927,7.361700000000001,7.361700000000001,7.0927,0.269000000000001,,,,2.0,10.002,8.75,7.51,8.125,5.5,7.24,5.0,Defasagem moderada,1.0,10.0,1.0,,5.5,8.59675,-2
RA-757,Aluno-757,2024,PEDE2024,1K,1K,Ametista,Ametista,Feminino,11.0,,2022,2.0,Pública,2.0,8.259535082249474,8.6742,7.938842857200001,7.938842857200001,8.6742,-0.7353571427999999,,,,2.0,9.502,9.285714286,7.51,8.125,7.0,8.34,5.0,Defasagem moderada,1.0,6.5,7.5,,7.0,8.6056785715,-1
RA-76,Aluno-76,2024,PEDE2024,7E,7E,Topazio,Topazio,Feminino,16.0,,2021,3.0,Privada *Parcerias com Bolsa 100%,5.0,9.105280944444443,,8.152033333333334,8.152033333333334,,,,,,0.0,10.002,9.0,6.885,7.5,7.066666666666666,7.5,10.0,Adequado,0.0,7.3,7.8,6.1,7.066666666666666,8.34675,2
RA-760,Aluno-760,2024,PEDE2024,3M,3M,Agata,Agata,Masculino,13.0,,2021,3.0,Pública,3.0,8.172164185520362,6.548333333,6.942581818200001,6.942581818200001,6.548333333,0.39424848520000033,,,,5.0,9.168,7.090909091,7.51,6.25,5.0,6.158,10.0,Adequado,0.0,2.5,3.5,9.0,5.0,7.504727272749999,0
RA-761,Aluno-761,2024,PEDE2024,2M,2M,Topazio,Topazio,Masculino,11.0,,2022,2.0,Pública,2.0,8.059871909502263,8.219533333,8.174593939300001,8.174593939300001,8.219533333,-0.04493939369999822,,,,3.0,8.502,8.8636363635,6.26,8.75,7.25,8.003333333,10.0,Adequado,0.0,8.0,6.5,,7.25,8.093909090875,0
RA-762,Aluno-762,2024,PEDE2024,2K,2K,Quartzo,Quartzo,Masculino,14.0,,2022,2.0,Pública,4.0,7.28025826984127,7.09945,5.9677326087,5.9677326087,7.09945,-1.1317173912999996,,,,4.0,10.002,6.4239130435,6.26,6.5625,3.75,5.7525,5.0,Defasagem moderada,1.0,4.0,3.5,,3.75,7.312103260875,-2
RA-763,Aluno-763,2024,PEDE2024,1N,1N,Agata,Agata,Feminino,11.0,,2021,3.0,Pública,2.0,7.401904937321937,6.7215,6.984760606,6.984760606,6.7215,0.26326060600000023,,,,2.0,9.002,8.8636363635,6.26,7.708333333,5.25,6.825,5.0,Defasagem moderada,1.0,6.5,4.0,,5.25,7.958492424125,-1
RA-764,Aluno-764,2024,PEDE2024,2N,2N,Ametista,Ametista,Masculino,10.0,,2022,2.0,Privada,2.0,8.004340111446288,7.682125,7.838370289900001,7.838370289900001,7.682125,0.15624528990000108,,,,3.0,8.002,7.8804347825,7.51,8.4375,6.0,8.336666667,10.0,Adequado,0.0,3.0,9.0,,6.0,7.957483695625,0
RA-767,Aluno-767,2024,PEDE2024,1L,1L,Topazio,Topazio,Masculino,12.0,,2021,3.0,Pública,3.0,7.510987800569801,7.3807,8.131890476200002,8.131890476200002,7.3807,0.7511904762000023,,,,2.0,9.502,9.0476190475,7.51,8.541666667,8.25,8.085,5.0,Defasagem moderada,1.0,8.5,8.0,,8.25,8.650321428625,-2
RA-768,Aluno-768,2024,PEDE2024,1N,1N,Ametista,Ametista,Feminino,12.0,,2021,3.0,Pública,2.0,7.645834666666667,8.4042,7.0345379447,7.0345379447,8.4042,-1.3696620552999992,,,,2.0,9.002,7.9841897235,6.26,8.125,5.5,7.495,5.0,Defasagem moderada,1.0,6.0,5.0,,5.5,7.842797430875001,-1
RA-769,Aluno-769,2024,PEDE2024,1K,1K,Ametista,Ametista,Feminino,11.0,,2022,2.0,Pública,2.0,7.598297219273481,7.85345,7.099342857200002,7.099342857200002,7.85345,-0.7541071427999979,,,,2.0,10.002,5.9523809525,7.51,7.916666667,6.0,8.33,5.0,Defasagem moderada,1.0,6.0,6.0,,6.0,7.8452619048750005,-1
RA-770,Aluno-770,2024,PEDE2024,Alfa,ALFA U - G2/G3,Ametista,Ametista,Masculino,9.0,,2022,2.0,Pública,1.0,8.143474555555557,6.6785,7.3057112782,7.3057112782,6.6785,0.6272112782000008,,,,2.0,10.002,9.022556391,7.51,7.5,5.0,7.5,5.0,Defasagem moderada,1.0,4.0,6.0,,5.0,8.50863909775,-1
RA-771,Aluno-771,2024,PEDE2024,Alfa,ALFA N - G2/G3,Agata,Agata,Feminino,9.0,,2022,2.0,Pública,1.0,7.873412973084886,7.056,6.066009523800001,6.066009523800001,7.056,-0.9899904761999991,,,,2.0,8.502,6.619047619,3.135,5.625,6.5,6.08,5.0,Defasagem moderada,1.0,6.5,6.5,,6.5,5.97026190475,-1
RA-773,Aluno-773,2024,PEDE2024,Alfa,ALFA L - G2/G3,Agata,Agata,Feminino,10.0,,2022,2.0,Pública,2.0,6.921727523809524,6.9287,6.566200000000001,6.566200000000001,6.9287,-0.36249999999999893,,,,2.0,10.002,8.75,2.51,7.5,5.0,6.575,5.0,Defasagem moderada,1.0,8.0,2.0,,5.0,7.1905,-2
RA-774,Aluno-774,2024,PEDE2024,Alfa,ALFA N - G2/G3,Quartzo,Quartzo,Feminino,10.0,,2022,2.0,Pública,1.0,7.587060296442688,5.852,5.685771428600001,5.685771428600001,5.852,-0.16622857139999958,,,,2.0,10.002,6.3928571430000005,2.51,6.25,3.75,6.405,5.0,Defasagem moderada,1.0,2.0,5.5,,3.75,6.28871428575,-1
RA-776,Aluno-776,2024,PEDE2024,1K,1K,Quartzo,Quartzo,Feminino,11.0,,2022,2.0,Pública,2.0,3.898064782135077,5.567916667,5.178509523800001,5.178509523800001,5.567916667,-0.3894071431999997,,,,2.0,7.917,5.9523809525,5.63,8.333333333,0.0,6.5,5.0,Defasagem moderada,1.0,0.0,0.0,,0.0,6.958178571375001,-1
RA-777,Aluno-777,2024,PEDE2024,2N,2N,Ametista,Ametista,Feminino,10.0,,2022,2.0,Pública,2.0,7.096346507013722,7.468125,7.563515408100001,7.563515408100001,7.468125,0.09539040810000099,,,,3.0,8.002,8.7757437075,7.51,8.125,4.5,7.723333333,10.0,Adequado,0.0,3.5,5.5,,4.5,8.103185926875,0
RA-778,Aluno-778,2024,PEDE2024,2K,2K,Topazio,Topazio,Feminino,11.0,,2021,3.0,Pública,2.0,7.431939372281467,7.926825,8.0754139589,8.0754139589,7.926825,0.14858895890000046,,,,4.0,10.002,8.1235697945,7.51,7.5,7.0,7.7475,10.0,Adequado,0.0,5.0,9.0,,7.0,8.283892448625,0
RA-78,Aluno-78,2024,PEDE2024,7A,7A,Topazio,Topazio,Feminino,19.0,,2021,3.0,Privada - Programa de Apadrinhamento,7.0,7.039504634920634,6.434625,8.1780308688,8.1780308688,6.434625,1.743405868800001,,,,3.0,8.751,8.028404344,8.755,8.4375,7.5,7.39,10.0,Adequado,0.0,6.5,6.0,10.0,7.5,8.492976086,0
RA-780,Aluno-780,2024,PEDE2024,1L,1L,Ametista,Ametista,Feminino,11.0,,2022,2.0,Pública,2.0,6.954987237893207,7.7842,7.7430333333,7.7430333333,7.7842,-0.041166666700000576,,,,2.0,9.502,10.0,5.63,8.958333333,6.0,8.17,5.0,Defasagem moderada,1.0,6.0,6.0,,6.0,8.522583333250001,-1
RA-781,Aluno-781,2024,PEDE2024,2N,2N,Topazio,Topazio,Feminino,11.0,,2021,3.0,Pública,2.0,7.785693147804151,8.209283333,8.496283333400001,8.496283333400001,8.209283333,0.28700000040000084,,,,3.0,8.002,9.75,7.51,8.4375,7.25,8.506666667,10.0,Adequado,0.0,5.0,9.5,,7.25,8.424875,0
RA-782,Aluno-782,2024,PEDE2024,1L,1L,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,1.0,7.484593745480259,7.6812,8.1896285714,8.1896285714,7.6812,0.5084285714000005,,,,2.0,9.502,7.857142856999999,7.51,7.5,7.75,8.085,10.0,Adequado,0.0,7.5,8.0,,7.75,8.09228571425,0
RA-784,Aluno-784,2024,PEDE2024,2M,2M,Topazio,Topazio,Feminino,11.0,,2022,2.0,Privada - Programa de Apadrinhamento,2.0,8.339586333333333,8.171366667,8.8857454545,8.8857454545,8.171366667,0.7143787875000012,,,,3.0,8.002,9.7727272725,5.635,9.375,8.75,9.4,10.0,Adequado,0.0,8.0,9.5,,8.75,8.196181818125,0
RA-785,Aluno-785,2024,PEDE2024,2U,2U,Topazio,Topazio,Feminino,11.0,,2022,2.0,Pública,2.0,7.6422905052790355,8.137866667,9.1548666666,9.1548666666,8.137866667,1.0169999995999994,,,,3.0,9.502,10.0,7.51,8.75,9.0,8.893333333,10.0,Adequado,0.0,8.0,10.0,,9.0,8.9405,0
RA-787,Aluno-787,2024,PEDE2024,Alfa,ALFA O - G2/G3,Ametista,Ametista,Masculino,10.0,,2022,2.0,Pública,1.0,7.205336595776773,7.5227,7.73495,7.73495,7.5227,0.21225000000000005,,,,2.0,9.002,9.75,7.51,7.1875,7.25,7.325,5.0,Defasagem moderada,1.0,10.0,4.5,,7.25,8.362375,-1
RA-788,Aluno-788,2024,PEDE2024,2N,2N,Ametista,Ametista,Masculino,10.0,,2021,3.0,Privada - Programa de Apadrinhamento,2.0,8.264312621417798,7.806091667,7.9221068268,7.9221068268,7.806091667,0.11601515980000077,,,,3.0,8.418,9.519450801,6.26,8.4375,5.75,7.783333333,10.0,Adequado,0.0,4.0,7.5,,5.75,8.158737700249999,0
RA-789,Aluno-789,2024,PEDE2024,1L,1L,Topazio,Topazio,Feminino,9.0,,2022,2.0,Pública,1.0,7.405336262443439,7.974,8.0443904763,8.0443904763,7.974,0.07039047630000006,,,,2.0,9.002,9.047619048,7.51,9.166666667,5.25,8.085,10.0,Adequado,0.0,5.5,5.0,,5.25,8.68157142875,0
RA-790,Aluno-790,2024,PEDE2024,2U,2U,Agata,Agata,Masculino,13.0,,2022,2.0,Pública,3.0,7.50432758974359,6.707666667,6.8089355072,6.8089355072,6.707666667,0.10126884020000038,,,,3.0,7.502,6.811594203,7.51,7.1875,6.75,6.883333333,5.0,Defasagem moderada,1.0,4.0,9.5,,6.75,7.25277355075,-1
RA-792,Aluno-792,2024,PEDE2024,1N,1N,Agata,Agata,Feminino,11.0,,2022,2.0,Pública,2.0,7.02532017948718,7.6267,6.036012253,6.036012253,7.6267,-1.5906877469999996,,,,2.0,8.502,5.2865612650000005,7.51,8.125,3.25,7.075,5.0,Defasagem moderada,1.0,6.5,0.0,,3.25,7.355890316250001,-1
RA-794,Aluno-794,2024,PEDE2024,1K,1K,Ametista,Ametista,Feminino,10.0,,2022,2.0,Pública,1.0,7.334936230769231,7.9842,7.145652380900001,7.145652380900001,7.9842,-0.838547619099999,,,,2.0,9.502,6.9047619045,7.51,8.125,3.0,8.255,10.0,Adequado,0.0,6.0,0.0,,3.0,8.010440476125,0
RA-795,Aluno-795,2024,PEDE2024,1L,1L,Topazio,Topazio,Feminino,10.0,,2022,2.0,Pública,2.0,8.064310288084464,8.4642,8.441414285700002,8.441414285700002,8.4642,-0.02278571429999765,,,,2.0,9.502,9.761904762,6.26,8.958333333,9.5,8.085,5.0,Defasagem moderada,1.0,10.0,9.0,,9.5,8.62055952375,-1
RA-796,Aluno-796,2024,PEDE2024,2P,2P,Ametista,Ametista,Feminino,12.0,,2022,2.0,Pública,3.0,7.232068817813765,7.462866667,7.052457703200001,7.052457703200001,7.462866667,-0.41040896379999925,,,,3.0,8.502,8.2212885155,7.51,7.916666667,5.25,7.326666667,5.0,Defasagem moderada,1.0,3.0,7.5,,5.25,8.037488795625,-1
RA-797,Aluno-797,2024,PEDE2024,2P,2P,Agata,Agata,Masculino,12.0,,2021,3.0,Pública,3.0,7.216575886639676,7.373033333,6.597315151500001,6.597315151500001,7.373033333,-0.7757181814999994,,,,3.0,9.168,4.840909091,7.51,6.666666667,7.25,6.723333333,5.0,Defasagem moderada,1.0,8.0,6.5,,7.25,7.0463939395,-1
RA-798,Aluno-798,2024,PEDE2024,2R,2R,Quartzo,Quartzo,Masculino,12.0,,2022,2.0,Pública,3.0,7.0492678609986505,7.018033333,4.6743653679,4.6743653679,7.018033333,-2.3436679651,,,,3.0,6.834,3.5064935065,7.51,5.0,4.75,2.943333333,5.0,Defasagem moderada,1.0,4.0,5.5,,4.75,5.712623376625,-1
RA-799,Aluno-799,2024,PEDE2024,2R,2R,Ametista,Ametista,Feminino,11.0,,2022,2.0,Pública,2.0,7.676131896086369,8.061533333,7.702648484900001,7.702648484900001,8.061533333,-0.3588848480999989,,,,3.0,7.918,9.090909091,7.51,7.916666667,5.25,7.5,10.0,Adequado,0.0,5.0,5.5,,5.25,8.1088939395,0
RA-80,Aluno-80,2024,PEDE2024,7A,7A,Topazio,Topazio,Feminino,18.0,,2021,3.0,Privada - Programa de Apadrinhamento,7.0,7.2897954425019424,7.252275,8.131659175733333,8.131659175733333,7.252275,0.8793841757333327,,,,3.0,8.751,7.8961292116666675,8.13,8.75,7.0,7.946666667,10.0,Adequado,0.0,5.0,6.0,10.0,7.0,8.381782302916667,0
RA-801,Aluno-801,2024,PEDE2024,1R,1R,Agata,Agata,Masculino,10.0,,2022,2.0,Pública,2.0,6.6443414183535765,6.8735,6.6752,6.6752,6.8735,-0.1982999999999997,,,,4.0,9.002,5.75,7.51,6.25,8.0,5.745,5.0,Defasagem moderada,1.0,7.0,9.0,,8.0,7.128,-1
RA-802,Aluno-802,2024,PEDE2024,2R,2R,Ametista,Ametista,Masculino,11.0,,2021,3.0,Pública,2.0,7.830788433198381,8.126866667,7.831797402499999,7.831797402499999,8.126866667,-0.29506926450000126,,,,3.0,7.502,7.012987013,7.51,8.333333333,8.75,6.723333333,10.0,Adequado,0.0,9.0,8.5,,8.75,7.5895800865,0
RA-805,Aluno-805,2024,PEDE2024,1R,1R,Agata,Agata,Masculino,10.0,,2021,3.0,Pública,2.0,8.27865517948718,6.492,6.9375869048,6.9375869048,6.492,0.44558690479999985,,,,4.0,8.502,9.523809524,4.38,7.03125,6.0,6.7075,5.0,Defasagem moderada,1.0,7.0,5.0,,6.0,7.3592648810000005,-1
RA-806,Aluno-806,2024,PEDE2024,1R,1R,Agata,Agata,Masculino,10.0,,2022,2.0,Pública,2.0,7.560770897435898,7.2937,6.972777380900001,6.972777380900001,7.2937,-0.3209226190999992,,,,4.0,8.502,6.9047619045,7.51,7.65625,6.75,6.875,5.0,Defasagem moderada,1.0,6.5,7.0,,6.75,7.643252976125,-1
RA-807,Aluno-807,2024,PEDE2024,1R,1R,Ametista,Ametista,Masculino,10.0,,2022,2.0,Pública,1.0,8.121155846153847,7.8632,7.797628571400001,7.797628571400001,7.8632,-0.06557142859999932,,,,4.0,9.002,7.857142856999999,7.51,7.5,7.0,7.125,10.0,Adequado,0.0,6.0,8.0,,7.0,7.96728571425,0
RA-808,Aluno-808,2024,PEDE2024,1R,1R,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,1.0,8.361187897435897,8.1932,8.7897,8.7897,8.1932,0.5965000000000007,,,,4.0,9.002,10.0,7.51,8.125,8.75,7.88,10.0,Adequado,0.0,7.5,10.0,,8.75,8.65925,0
RA-81,Aluno-81,2024,PEDE2024,6L,6L,Topazio,Topazio,Feminino,16.0,,2021,3.0,Privada - Programa de Apadrinhamento,6.0,7.674870047785548,7.45425,8.256566666666668,8.256566666666668,7.45425,0.8023166666666679,,,,5.0,9.168,9.333333333333334,6.26,7.875,7.5,7.798,10.0,Adequado,0.0,9.0,6.5,7.0,7.5,8.159083333333333,0
RA-810,Aluno-810,2024,PEDE2024,1P,1P,Ametista,Ametista,Masculino,10.0,,2021,3.0,Pública,2.0,7.886571512820513,7.782866667,7.704770175400001,7.704770175400001,7.782866667,-0.07809649159999932,,,,4.0,7.502,9.4736842105,5.635,6.458333333,9.0,7.7525,5.0,Defasagem moderada,1.0,8.0,10.0,,9.0,7.267254385874999,-1
RA-814,Aluno-814,2024,PEDE2024,2P,2P,Ametista,Ametista,Masculino,11.0,,2022,2.0,Pública,2.0,7.592405198653199,8.367866667,7.971648484800001,7.971648484800001,8.367866667,-0.3962181821999984,,,,3.0,7.418,9.090909091,7.51,7.5,7.5,7.053333333,10.0,Adequado,0.0,8.0,7.0,,7.5,7.879727272749999,0
RA-816,Aluno-816,2024,PEDE2024,2P,2P,Topazio,Topazio,Feminino,11.0,,2022,2.0,Privada - Programa de Apadrinhamento,2.0,8.512849483130905,8.5572,8.929745454599999,8.929745454599999,8.5572,0.3725454545999991,,,,3.0,7.002,9.7727272725,7.51,9.166666667,9.25,8.786666667,10.0,Adequado,0.0,8.5,10.0,,9.25,8.362848484875,0
RA-819,Aluno-819,2024,PEDE2024,2U,2U,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,1.0,7.740741074074075,7.944833333,8.652552484400001,8.652552484400001,7.944833333,0.707719151400001,,,,3.0,10.002,7.784679089,7.51,8.4375,9.0,8.503333333,10.0,Adequado,0.0,8.0,10.0,,9.0,8.43354477225,1
RA-820,Aluno-820,2024,PEDE2024,2I,2I,Ametista,Ametista,Masculino,11.0,,2022,2.0,Pública,2.0,7.416668,7.85605,7.426572549100001,7.426572549100001,7.85605,-0.42947745089999856,,,,3.0,10.002,6.573529412,7.51,8.333333333,6.25,6.386666667,10.0,Adequado,0.0,6.0,6.5,,6.25,8.10471568625,0
